39.70;66.25;62.24;33.75;62.24
39.80;61.65;66.96;38.35;66.96
39.90;57.05;62.70;42.95;62.70
40.00;52.45;62.91;47.55;62.91
40.10;47.85;62.91;52.15;62.91
40.20;43.25;61.05;56.75;61.05
40.30;46.25;66.92;53.75;66.92
40.40;49.25;61.12;50.75;61.12
40.50;52.25;67.24;47.75;67.24
40.60;55.25;62.95;44.75;62.95
40.70;58.25;68.96;41.75;68.96
40.80;62.50;63.07;37.50;63.07
40.90;66.75;63.30;33.25;63.30
41.00;71.00;66.63;29.00;66.63
41.10;75.25;61.71;24.75;61.71
41.20;71.00;68.01;29.00;68.01
41.30;66.75;62.85;33.25;62.85
41.40;62.50;66.92;37.50;66.92
41.50;58.25;61.56;41.75;61.56
41.60;53.85;61.09;46.15;61.09
41.70;49.45;61.95;50.55;61.95
41.80;45.05;59.20;54.95;59.20
41.90;40.65;61.42;59.35;61.42
42.00;36.25;57.66;63.75;57.66
42.10;32.50;62.62;67.50;62.62
42.20;28.75;62.86;71.25;62.86
42.30;25.00;63.14;75.00;63.14
42.40;21.25;61.62;78.75;61.62
42.50;26.75;63.31;73.25;63.31
42.60;32.25;67.20;67.75;67.20
42.70;37.75;67.62;62.25;67.62
42.80;43.25;73.92;56.75;73.92
42.90;40.25;67.93;59.75;67.93
43.00;37.25;68.60;62.75;68.60
43.10;34.25;69.01;65.75;69.01
43.20;31.25;68.88;68.75;68.88
43.30;28.25;69.58;71.75;69.58
43.40;33.05;68.95;66.95;68.95
43.50;37.85;62.53;62.15;62.53
43.60;42.65;62.62;57.35;62.62
43.70;47.45;67.74;52.55;67.74
43.80;52.25;63.55;47.75;63.55
43.90;58.00;63.71;42.00;63.71
44.00;63.75;64.08;36.25;64.08
44.10;69.50;63.74;30.50;63.74
44.20;75.25;62.94;24.75;62.94
44.30;70.85;62.97;29.15;62.97
44.40;66.45;64.65;33.55;64.65
44.50;62.05;60.47;37.95;60.47
44.60;57.65;63.49;42.35;63.49
44.70;53.25;59.73;46.75;59.73
44.80;49.65;59.30;50.35;59.30
44.90;46.05;61.16;53.95;61.16
45.00;42.45;63.44;57.55;63.44
45.10;38.85;64.11;61.15;64.11
45.20;35.25;64.06;64.75;64.06
45.30;40.25;63.82;59.75;63.82
45.40;45.25;64.01;54.75;64.01
45.50;50.25;62.47;49.75;62.47
45.60;55.25;62.78;44.75;62.78
45.70;51.45;62.47;48.55;62.47
45.80;47.65;62.51;52.35;62.51
45.90;43.85;67.50;56.15;67.50
46.00;40.05;65.05;59.95;65.05
46.10;36.25;64.46;63.75;64.46
46.20;41.25;64.66;58.75;64.66
46.30;46.25;64.40;53.75;64.40
46.40;51.25;63.70;48.75;63.70
46.50;56.25;63.76;43.75;63.76
46.60;53.05;70.47;46.95;70.47
46.70;49.85;65.35;50.15;65.35
46.80;46.65;64.29;53.35;64.29
46.90;43.45;63.28;56.55;63.28
47.00;40.25;63.12;59.75;63.12
47.10;45.75;63.68;54.25;63.68
47.20;51.25;60.25;48.75;60.25
47.30;56.75;65.27;43.25;65.27
47.40;62.25;59.98;37.75;59.98
47.50;67.00;63.22;33.00;63.22
47.60;71.75;63.15;28.25;63.15
47.70;76.50;62.57;23.50;62.57
47.80;81.25;60.55;18.75;60.55
47.90;76.65;65.00;23.35;65.00
48.00;72.05;68.34;27.95;68.34
48.10;67.45;68.55;32.55;68.55
48.20;62.85;74.31;37.15;74.31
48.30;58.25;68.48;41.75;68.48
48.40;52.25;68.87;47.75;68.87
48.50;46.25;69.35;53.75;69.35
48.60;40.25;69.14;59.75;69.14
48.70;34.25;70.00;65.75;70.00
48.80;30.25;69.71;69.75;69.71
48.90;26.25;68.89;73.75;68.89
49.00;22.25;63.04;77.75;63.04
49.10;18.25;65.08;81.75;65.08
49.20;14.25;63.62;85.75;63.62
49.30;19.50;64.33;80.50;64.33
49.40;24.75;64.38;75.25;64.38
49.50;30.00;64.24;70.00;64.24
49.60;35.25;63.51;64.75;63.51
49.70;40.05;63.55;59.95;63.55
49.80;44.85;65.47;55.15;65.47
49.90;49.65;62.74;50.35;62.74
50.00;54.45;66.74;45.55;66.74
